UniProtID,all_members_community,subclass
A0A6P5SM51,Community1,CC-NLR
A0A3N7HNJ9,Community1,CC-NLR
A0A2S3IF31,Community1,CC-NLR
A0A3N7FWZ5,Community1,CC-NLR
A0A5D2WLN7,Community1,CC-NLR
A0A2U1KVU9,Community1,CC-NLR
A0A5D2A1I9,Community1,CC-NLR
A0A5D2E2J3,Community1,CC-NLR
A0A6P4AMF6,Community1,CC-NLR
A0A0D2TYH7,Community1,CC-NLR
A0A3Q7FH17,Community1,CC-NLR
A0A0E0CD23,Community1,CC-NLR
A0A251QCM7,Community1,CC-NLR
A0A2N9F031,Community1,CC-NLR
A0A2G2XAG9,Community1,CC-NLR
A0A2P5WLL9,Community1,CC-NLR
A0A314LE57,Community1,CC-NLR
A0A068VIW7,Community1,CC-NLR
A0A0R0KM40,Community1,CC-NLR
A0A0R0KET2,Community1,CC-NLR
A0A1S2Z983,Community1,CC-NLR
A0A6P5N5E2,Community1,CC-NLR
K7KCT4,Community1,CC-NLR
A0A1B6PQN8,Community1,CC-NLR
A0A1D6LEL6,Community1,CC-NLR
A0A3L6ECN4,Community1,CC-NLR
A0A1U8PZL1,Community1,CC-NLR
A0A061FSE2,Community1,CC-NLR
A0A1S3UZ76,Community1,CC-NLR
A0A2P5XCQ1,Community1,CC-NLR
A0A5D2R1A6,Community1,CC-NLR
A0A5J5W2V5,Community1,CC-NLR
A0A6P5XSH5,Community1,CC-NLR
A0A811MX98,Community1,CC-NLR
A0A2K3NYI1,Community1,CC-NLR
A0A2P5DLT0,Community1,CC-NLR
A0A5J5VT76,Community1,CC-NLR
A0A1U8PF89,Community1,CC-NLR
A0A6J5TYI6,Community1,CC-NLR
A0A6P5Z2V1,Community1,CC-NLR
A0A0D9WQI8,Community1,CC-NLR
A0A199UAQ2,Community1,CC-NLR
A0A438HFI2,Community1,CC-NLR
F6GX81,Community1,CC-NLR
A0A438CS85,Community1,CC-NLR
A0A438GU67,Community1,CC-NLR
A0A6P4AJ91,Community1,CC-NLR
G7JUK4,Community1,CC-NLR
A0A068V4F8,Community1,CC-NLR
A0A0D3H643,Community1,CC-NLR
A0A2I0VI67,Community1,CC-NLR
G7JUK2,Community1,CC-NLR
G7JUL0,Community1,CC-NLR
I1JBY6,Community1,CC-NLR
M1ATQ4,Community1,CC-NLR
A0A2G2X987,Community1,CC-NLR
A0A2G2X9K1,Community1,CC-NLR
A0A2G2ZH33,Community1,CC-NLR
A0A3Q7FWJ6,Community1,CC-NLR
E0Y3W1,Community1,CC-NLR
E0Y3W6,Community1,CC-NLR
F7J0M6,Community1,CC-NLR
A0A2P6Q242,Community1,CC-NLR
A0A835AQA3,Community1,CC-NLR
A0A443N657,Community1,CC-NLR
A0A2Z6NF77,Community1,CC-NLR
A0A7J6G4D5,Community1,CC-NLR
A0A5J5AQ52,Community1,CC-NLR
A0A2P6QX06,Community1,CC-NLR
A0A2P6QX14,Community1,CC-NLR
A0A3B6I0A5,Community1,CC-NLR
A0A1B6PER1,Community1,CC-NLR
A0A6P5FMD2,Community1,CC-NLR
A2ZD83,Community1,CC-NLR
A0A251MQW0,Community1,CC-NLR
A0A5N5I486,Community1,CC-NLR
A0A2P5D1B5,Community1,CC-NLR
A0A2T7CRB4,Community1,CC-NLR
A0A4U6TGU3,Community1,CC-NLR
F6I002,Community1,CC-NLR
A0A3L6RGT7,Community1,CC-NLR
A0A3N7GB31,Community1,CC-NLR
A0A067DT33,Community1,CC-NLR
A0A3B6RNB2,Community1,CC-NLR
A0A3N7HNG3,Community1,CC-NLR
A0A4V6D2V2,Community1,CC-NLR
A0A2G2VKP2,Community1,CC-NLR
M1ABX5,Community1,CC-NLR
A0A6A6MZD3,Community1,CC-NLR
A0A5E4FBC3,Community1,CC-NLR
A0A060D304,Community1,CC-NLR
A0A2G2W2E4,Community1,CC-NLR
D3JYR4,Community1,CC-NLR
A0A1U7ZSP0,Community1,CC-NLR
A0A833QU87,Community1,CC-NLR
G7LEA9,Community1,CC-NLR
A0A2Z6N6Q5,Community1,CC-NLR
A0A3B5Z4M1,Community1,CC-NLR
A0A5E4FAN6,Community1,CC-NLR
A0A022Q3P7,Community1,CC-NLR
A0A6P6X6Q4,Community1,CC-NLR
A0A6P6X890,Community1,CC-NLR
A0A7N2MT14,Community1,CC-NLR
A0A804KCU3,Community1,CC-NLR
Q71BH1,Community1,CC-NLR
A0A166CNT7,Community1,CC-NLR
D3JYR8,Community1,CC-NLR
D3JYR9,Community1,CC-NLR
Q5UB83,Community1,CC-NLR
A0A7N2M6L2,Community1,CC-NLR
A0A804NZ78,Community1,CC-NLR
A0A0D9W8L5,Community1,CC-NLR
A0A6V7QYT7,Community1,CC-NLR
B8BJX2,Community1,CC-NLR
A0A0E0AXQ9,Community1,CC-NLR
A0A0E0BKA1,Community1,CC-NLR
A0A453QFZ2,Community1,CC-NLR
A0A835D1X2,Community1,CC-NLR
A0A498JJG6,Community1,CC-NLR
A0A498JZQ0,Community1,CC-NLR
A0A3B6TI28,Community1,CC-NLR
A0A498KCF9,Community1,CC-NLR
A0A4U6TTW2,Community1,CC-NLR
A0A5A7TNC1,Community1,CC-NLR
A0A5A7UTV6,Community1,CC-NLR
A0A6P6VFU1,Community1,CC-NLR
A0A068VF55,Community1,CC-NLR
A0A068VJJ6,Community1,CC-NLR
A0A6P6T3V3,Community1,CC-NLR
A0A6P6TT84,Community1,CC-NLR
A0A6P6TTH9,Community1,CC-NLR
A0A803MRB6,Community1,CC-NLR
A0A7J9KB18,Community1,CC-NLR
A0A5D2A009,Community1,CC-NLR
A0A6A2YGF5,Community1,CC-NLR
A0A7J8VYQ2,Community1,CC-NLR
A0A5B6YG60,Community1,CC-NLR
A0A5B6YSD2,Community1,CC-NLR
A0A5D3CZM0,Community1,CC-NLR
A0A5D3D2H9,Community1,CC-NLR
A0A5E4F960,Community1,CC-NLR
A0A5J5W1V5,Community1,CC-NLR
A0A0L9V804,Community1,CC-NLR
A0A368S1K2,Community1,CC-NLR
A0A6I9R048,Community1,CC-NLR
A0A6J0PHN9,Community1,CC-NLR
A0A4S8JM69,Community1,CC-NLR
A0A3B6RL23,Community1,CC-NLR
E1UHH9,Community1,CC-NLR
E1UHL4,Community1,CC-NLR
G7IVT3,Community1,CC-NLR
A0A6J1EYH2,Community1,CC-NLR
A0A0A0L5I8,Community1,CC-NLR
A0A4S4EJS5,Community1,CC-NLR
A0A251NV57,Community1,CC-NLR
A0A2K2B037,Community1,CC-NLR
A0A4Y1QVH0,Community1,CC-NLR
A0A6J1CTV3,Community1,CC-NLR
A0A7J7GPY8,Community1,CC-NLR
A0A5D2ZR82,Community1,CC-NLR
A0A6J5TID3,Community1,CC-NLR
A0A6J5XMB1,Community1,CC-NLR
A0A2P6QWB6,Community1,CC-NLR
B9S468,Community1,CC-NLR
A0A2I0XAA5,Community1,CC-NLR
A0A6M2ELC9,Community1,CC-NLR
A0A6N2L9V0,Community1,CC-NLR
A0A6N2MJK6,Community1,CC-NLR
A0A6P5RAS6,Community1,CC-NLR
A0A498K725,Community1,CC-NLR
A0A6P6S568,Community1,CC-NLR
A0A068V4G1,Community1,CC-NLR
A0A6J5TFL7,Community1,CC-NLR
A0A6P4B536,Community1,CC-NLR
A0A6P5RAT0,Community1,CC-NLR
A0A6P5RAT7,Community1,CC-NLR
A0A5D2GZ86,Community1,CC-NLR
A0A6P6TDM1,Community1,CC-NLR
A0A6P5RQ51,Community1,CC-NLR
A0A6P5T1Y2,Community1,CC-NLR
A0A6P8DM81,Community1,CC-NLR
A0A6P8DE59,Community1,CC-NLR
A0A6P8EP65,Community1,CC-NLR
A0A218XRH7,Community1,CC-NLR
A0A6P8ENC6,Community1,CC-NLR
A0A438FN90,Community1,CC-NLR
A0A438EQ65,Community1,CC-NLR
A0A7J6E5W8,Community1,CC-NLR
A0A7J6EFB8,Community1,CC-NLR
A0A803Q7E8,Community1,CC-NLR
A0A7J8YJI1,Community1,CC-NLR
A0A1U8KMH9,Community1,CC-NLR
A0A6P5YWQ8,Community1,CC-NLR
A0A1U8M1P3,Community1,CC-NLR
A0A1U8MPR9,Community1,CC-NLR
A0A5D2S5Y7,Community1,CC-NLR
A0A6N2LF01,Community1,CC-NLR
G7K9J4,Community1,CC-NLR
A0A7N2LB61,Community1,CC-NLR
A0A1U8BDE7,Community1,CC-NLR
A0A444WVG8,Community1,CC-NLR
A0A0E0C938,Community1,CC-NLR
A0A5A7US10,Community1,CC-NLR
A2YF47,Community1,CC-NLR
A0A0E0ADP4,Community1,CC-NLR
A0A0E0ADP5,Community1,CC-NLR
A0A0E0LDF5,Community1,CC-NLR
A0A2P6PFU5,Community1,CC-NLR
A0A5N5FYK4,Community1,CC-NLR
A0A7N2M525,Community1,CC-NLR
A0A061ECV3,Community1,CC-NLR
A0A0E0DTE7,Community1,CC-NLR
A0A0E0DTE6,Community1,CC-NLR
A0A0R0IB96,Community1,CC-NLR
A0A151SNK7,Community1,CC-NLR
A0A1R3JJ90,Community1,CC-NLR
A0A6P5U5G4,Community1,CC-NLR
A0A1S4BAI1,Community1,CC-NLR
A0A1U8JAC2,Community1,CC-NLR
A0A0D3F763,Community1,CC-NLR
A0A0E0NHA9,Community1,CC-NLR
M1BQE7,Community1,CC-NLR
A0A061G065,Community1,CC-NLR
A0A0E0F3N1,Community1,CC-NLR
A2ZCM0,Community1,CC-NLR
A0A453Q3Y3,Community1,CC-NLR
B9F0W1,Community1,CC-NLR
A0A1U8M712,Community1,CC-NLR
A0A5J5NGU1,Community1,CC-NLR
A0A251PSJ4,Community1,CC-NLR
A0A7N2MFR9,Community1,CC-NLR
A0A3N7G6K8,Community1,CC-NLR
A0A6P5TBI0,Community1,CC-NLR
A0A6P6XGD5,Community1,CC-NLR
A0A7J9M3A0,Community1,CC-NLR
A0A251QEC7,Community1,CC-NLR
A0A2G5C8Y8,Community1,CC-NLR
A0A2G5CZH6,Community1,CC-NLR
A0A2R6PYE6,Community1,CC-NLR
A0A2G5DVC4,Community1,CC-NLR
A0A2K1X764,Community1,CC-NLR
A0A2P6PFQ7,Community1,CC-NLR
A0A2P6PFP5,Community1,CC-NLR
A0A2K1XNR5,Community1,CC-NLR
A0A059C2U3,Community1,CC-NLR
A0A438E3H3,Community1,CC-NLR
A0A5J6DCT7,Community1,CC-NLR
A0A6P6WMA1,Community1,CC-NLR
F6HCD1,Community1,CC-NLR
U5FQT4,Community1,CC-NLR
A0A6A6L8F2,Community1,CC-NLR
A0A1U8PMS3,Community1,CC-NLR
A0A835J7D2,Community1,CC-NLR
A0A2P5XMH2,Community1,CC-NLR
G7JVR7,Community1,CC-NLR
A0A2P6PE10,Community1,CC-NLR
A0A251RI46,Community1,CC-NLR
A0A251PSF3,Community1,CC-NLR
A0A251PSP0,Community1,CC-NLR
A0A251RIH9,Community1,CC-NLR
A0A251RK70,Community1,CC-NLR
A0A2P6PF93,Community1,CC-NLR
A0A2P6PFR2,Community1,CC-NLR
A0A2P6PFR3,Community1,CC-NLR
A0A2P6PFS2,Community1,CC-NLR
A0A540KQ29,Community1,CC-NLR
A0A5E4GJF8,Community1,CC-NLR
A0A5E4GK15,Community1,CC-NLR
A0A6P5TVI7,Community1,CC-NLR
A0A7N2L575,Community1,CC-NLR
A0A7N2M1E7,Community1,CC-NLR
M5X1U9,Community1,CC-NLR
A0A2P6RV80,Community1,CC-NLR
A0A2Z6MJ15,Community1,CC-NLR
A0A1U8BB08,Community1,CC-NLR
A0A068V281,Community1,CC-NLR
A0A368S960,Community1,CC-NLR
A0A385JIQ5,Community1,CC-NLR
A0A3B6MK40,Community1,CC-NLR
A0A3L6RS10,Community1,CC-NLR
A0A3Q7YGE7,Community1,CC-NLR
A0A438GI13,Community1,CC-NLR
A0A438J6H0,Community1,CC-NLR
A0A453MAV1,Community1,CC-NLR
A0A5C7IH51,Community1,CC-NLR
A0A5D2EPF4,Community1,CC-NLR
A0A6J5XLY2,Community1,CC-NLR
A0A540KLV1,Community1,CC-NLR
A0A5N5FVT1,Community1,CC-NLR
A0A6J5VEM7,Community1,CC-NLR
A0A6P6TTS9,Community1,CC-NLR
A0A5D2NDQ4,Community1,CC-NLR
A0A5D2NHG1,Community1,CC-NLR
A0A5D2ST24,Community1,CC-NLR
A0A5D2T383,Community1,CC-NLR
A0A5D2XG42,Community1,CC-NLR
A0A5J5C3A6,Community1,CC-NLR
A0A5J5TP97,Community1,CC-NLR
A0A6A6N096,Community1,CC-NLR
A0A1D1YKR0,Community1,CC-NLR
A0A6A6L1D3,Community1,CC-NLR
A0A059DJ42,Community1,CC-NLR
U5FH38,Community1,CC-NLR
A0A6D2KD64,Community1,CC-NLR
A0A6J1ID61,Community1,CC-NLR
A0A6N2LDW3,Community1,CC-NLR
B7F797,Community1,CC-NLR
A0A6N2LE93,Community1,CC-NLR
A0A2P5BK53,Community1,CC-NLR
A0A452Z2K9,Community1,CC-NLR
A0A5N5EVH9,Community1,CC-NLR
A0A438D378,Community1,CC-NLR
A0A6N2M307,Community1,CC-NLR
A0A0E0F3N0,Community1,CC-NLR
A0A0E0IZM2,Community1,CC-NLR
A0A1W0W4L3,Community1,CC-NLR
A0A218WQQ2,Community1,CC-NLR
A0A6M2F3M1,Community1,CC-NLR
B8BJP0,Community1,CC-NLR
A0A6P5EJ22,Community1,CC-NLR
A0A6P5N3A3,Community1,CC-NLR
A0A6P5SY05,Community1,CC-NLR
A0A1J6KVT8,Community1,CC-NLR
A0A5E4FHU4,Community1,CC-NLR
A0A6P5T485,Community1,CC-NLR
A0A6P5WRP9,Community1,CC-NLR
A0A6P9EA75,Community1,CC-NLR
A0A0B2S7X0,Community1,CC-NLR
A0A2K3PJQ0,Community1,CC-NLR
A0A6J1BCK7,Community1,CC-NLR
F6HVD2,Community1,CC-NLR
A0A6V7PDL7,Community1,CC-NLR
A0A6P5FY20,Community1,CC-NLR
A0A6V7QKL4,Community1,CC-NLR
A0A6V7QLI6,Community1,CC-NLR
A0A7J8LVD4,Community1,CC-NLR
A0A438C9R5,Community1,CC-NLR
A0A5D2WL44,Community1,CC-NLR
A0A067KZA0,Community1,CC-NLR
A0A7J9M9S2,Community1,CC-NLR
A0A251SYE3,Community1,CC-NLR
A0A251VC42,Community1,CC-NLR
A0A3B6H2J6,Community1,CC-NLR
A0A453GT39,Community1,CC-NLR
A0A834T3M6,Community1,CC-NLR
M5X700,Community1,CC-NLR
A0A0A0KTZ7,Community1,CC-NLR
W9RDB1,Community1,CC-NLR
A0A089VFT8,Community1,CC-NLR
A0A1R3GIV0,Community1,CC-NLR
A0A4S4CXA5,Community1,CC-NLR
A0A5E4FUD3,Community1,CC-NLR
A0A6I9SWG5,Community1,CC-NLR
A0A811RFF7,Community1,CC-NLR
A0A438FN95,Community1,CC-NLR
W5CV16,Community1,CC-NLR
A0A803LV32,Community1,CC-NLR
A0A811RVW3,Community1,CC-NLR
A0A843VTU7,Community1,CC-NLR
A0A843W056,Community1,CC-NLR
M1CPJ2,Community1,CC-NLR
V7CH80,Community1,CC-NLR
G7IZ43,Community1,CC-NLR
A0A833Y7K3,Community1,CC-NLR
A0A2C9U2E5,Community1,CC-NLR
A0A5E4GE30,Community1,CC-NLR
A0A6I9S154,Community1,CC-NLR
A0A3B5ZNY8,Community1,CC-NLR
A0A2T8KMT0,Community1,CC-NLR
A0A3L6EW03,Community1,CC-NLR
A0A811S2K4,Community1,CC-NLR
F2DRV8,Community1,CC-NLR
A0A833S032,Community1,CC-NLR
A0A4U6TLQ4,Community1,CC-NLR
A0A0E0M7B6,Community1,CC-NLR
A0A3L6Q6T0,Community1,CC-NLR
J3MWE6,Community1,CC-NLR
A0A811Q0R0,Community1,CC-NLR
A0A453GZJ9,Community1,CC-NLR
A0A811Q5I7,Community1,CC-NLR
A0A811Q928,Community1,CC-NLR
A0A811QHG0,Community1,CC-NLR
A0A4U6TP30,Community1,CC-NLR
A0A4U6TYX1,Community1,CC-NLR
A0A0E0GX57,Community1,CC-NLR
A0A0E0MI69,Community1,CC-NLR
A0A0E0P5D9,Community1,CC-NLR
A0A1Z5R0Y6,Community1,CC-NLR
A0A811RQQ4,Community1,CC-NLR
A0A368RQZ9,Community1,CC-NLR
A0A3B6SKC1,Community1,CC-NLR
A0A3L6Q4L5,Community1,CC-NLR
A0A453LAD6,Community1,CC-NLR
A0A453LAE1,Community1,CC-NLR
A0A3B6KIX1,Community1,CC-NLR
A0A453LAF4,Community1,CC-NLR
A0A453LAI6,Community1,CC-NLR
A0A453LAF1,Community1,CC-NLR
M8ARM6,Community1,CC-NLR
A0A453LAE9,Community1,CC-NLR
A0A199W9A5,Community1,CC-NLR
A0A453LAJ3,Community1,CC-NLR
A0A3B6LQ50,Community1,CC-NLR
A0A6P5F6Q3,Community1,CC-NLR
A0A6P5FMY5,Community1,CC-NLR
A0A453LAK0,Community1,CC-NLR
A0A3B6LZ21,Community1,CC-NLR
A0A453LAF6,Community1,CC-NLR
A0A3B6LYZ0,Community1,CC-NLR
A0A3B6LXS4,Community1,CC-NLR
M0UW11,Community1,CC-NLR
A0A5J9UJL4,Community1,CC-NLR
A0A6P5EF37,Community1,CC-NLR
A0A6P5FM42,Community1,CC-NLR
A0A199W9A0,Community1,CC-NLR
A0A199WA78,Community1,CC-NLR
A0A6P5EAK3,Community1,CC-NLR
A0A6P5FM37,Community1,CC-NLR
A0A6V7QI83,Community1,CC-NLR
A0A6V7QIV1,Community1,CC-NLR
A0A3B6CG31,Community1,CC-NLR
A0A6V7QI86,Community1,CC-NLR
A0A835KXX9,Community1,CC-NLR
Q2QW68,Community1,CC-NLR
A0A0D3HSG0,Community1,CC-NLR
A0A804IFD6,Community1,CC-NLR
A0A6G1C898,Community1,CC-NLR
A0A804IFC7,Community1,CC-NLR
A0A843U2Q6,Community1,CC-NLR
B8AUH2,Community1,CC-NLR
A0A0U2I192,Community1,CC-NLR
C5YIG0,Community1,CC-NLR
A0A811RE02,Community1,CC-NLR
A0A287JRR1,Community1,CC-NLR
A0A7D3UBF1,Community1,CC-NLR
A0A811RCZ8,Community1,CC-NLR
A0A0D3HPY2,Community1,CC-NLR
A0A679BA39,Community1,CC-NLR
A0A6G1C8R7,Community1,CC-NLR
A0A3B6SKB7,Community1,CC-NLR
M0WL09,Community1,CC-NLR
A0A3B6TLZ8,Community1,CC-NLR
A0A3B6SNU2,Community1,CC-NLR
A0A453DMM2,Community1,CC-NLR
A0A453DDP0,Community1,CC-NLR
A0A453DML5,Community1,CC-NLR
A0A6P5EYL6,Community1,CC-NLR
A0A6P5FNE4,Community1,CC-NLR
A0A199W8K7,Community1,CC-NLR
A0A7H4LQ96,Community1,CC-NLR
A9Z0X1,Community1,CC-NLR
J3NA81,Community1,CC-NLR
A0A679BDS9,Community1,CC-NLR
Q7G139,Community1,CC-NLR
A0A3B6DNJ9,Community1,CC-NLR
A0A833VKH5,Community1,CC-NLR
A0A6P5FL05,Community1,CC-NLR
Q8LQR8,Community1,CC-NLR
A0A835DRZ3,Community1,CC-NLR
I1Q6Y9,Community1,CC-NLR
J3LV78,Community1,CC-NLR
Q01N41,Community1,CC-NLR
A0A4U6TPB9,Community1,CC-NLR
A2ZCS6,Community1,CC-NLR
A0A2S3IDJ2,Community1,CC-NLR
A0A368S3Z0,Community1,CC-NLR
A0A3B6JFW3,Community1,CC-NLR
A0A453HHU0,Community1,CC-NLR
A0A453HHF5,Community1,CC-NLR
A0A6G1C7W2,Community1,CC-NLR
A0A175YGT6,Community1,CC-NLR
A0A3B6TSV9,Community1,CC-NLR
A0A843V8V8,Community1,CC-NLR
A0A2P5FAE7,Community1,CC-NLR
A0A443PMJ5,Community1,CC-NLR
A0A6P5X1D1,Community1,CC-NLR
A0A6P5X1D9,Community1,CC-NLR
A0A811QEV3,Community1,CC-NLR
A0A1B6PTB6,Community1,CC-NLR
A0A811PVL1,Community1,CC-NLR
A0A0E0BK53,Community1,CC-NLR
A0A3G2KWS4,Community1,CC-NLR
A0A811Q6H4,Community1,CC-NLR
D2KPB6,Community1,CC-NLR
J3N8Z6,Community1,CC-NLR
K3ZH65,Community1,CC-NLR
A0A368S7F2,Community1,CC-NLR
A0A2T7CM04,Community1,CC-NLR
A0A7N0T7Q0,Community1,CC-NLR
A0A835B8C5,Community1,CC-NLR
N1QSA1,Community1,CC-NLR
A0A3B6N2E1,Community1,CC-NLR
A0A453MEV1,Community1,CC-NLR
A0A4U6TY75,Community1,CC-NLR
A0A803MLU2,Community1,CC-NLR
A0A6J0ZJF0,Community1,CC-NLR
A0A4U6TJ73,Community1,CC-NLR
A0A6P3ZTN2,Community1,CC-NLR
A0A803KU41,Community1,CC-NLR
A0A803LPM2,Community1,CC-NLR
A0A803LXY9,Community1,CC-NLR
A0A6J5WDV0,Community1,CC-NLR
A0A803LYR0,Community1,CC-NLR
A0A803MLU1,Community1,CC-NLR
A0A803N5S8,Community1,CC-NLR
A0A803MN80,Community1,CC-NLR
A0A5D2IWY4,Community1,CC-NLR
A0A6G1CWT9,Community1,CC-NLR
A2ZKC5,Community1,CC-NLR
A0A0E0RH64,Community1,CC-NLR
A2ZKZ1,Community1,CC-NLR
A0A0E0JAZ4,Community1,CC-NLR
A3BY32,Community1,CC-NLR
A0A0E0B227,Community1,CC-NLR
A0A0E0IID5,Community1,CC-NLR
A0A0E0QQF6,Community1,CC-NLR
A0A0E0M0F1,Community1,CC-NLR
A0A0U2RG92,Community1,CC-NLR
A0A0U2S1Y1,Community1,CC-NLR
A0A2G2VQE2,Community1,CC-NLR
A2Z0F8,Community1,CC-NLR
C7J732,Community1,CC-NLR
A0A0U2RPP9,Community1,CC-NLR
A3C9W7,Community1,CC-NLR
A0A3L6Q2D3,Community1,CC-NLR
A0A3L6Q2P1,Community1,CC-NLR
M8B3F4,Community1,CC-NLR
A0A0A9B9H7,Community1,CC-NLR
A0A2T7CLS8,Community1,CC-NLR
A0A3B5XUS4,Community1,CC-NLR
A0A3B6CFZ1,Community1,CC-NLR
A0A3B6HV88,Community1,CC-NLR
A0A3B6HWU5,Community1,CC-NLR
A0A3L6PJG4,Community1,CC-NLR
A0A453HH31,Community1,CC-NLR
A0A453HHK5,Community1,CC-NLR
B8BJS2,Community1,CC-NLR
C5Y1L1,Community1,CC-NLR
F2DTY2,Community1,CC-NLR
F2E068,Community1,CC-NLR
I1IMF5,Community1,CC-NLR
K3ZHA2,Community1,CC-NLR
K3ZN98,Community1,CC-NLR
M8A511,Community1,CC-NLR
Q84KC1,Community1,CC-NLR
Q8LL84,Community1,CC-NLR
R7WDV0,Community1,CC-NLR
A0A453HHD2,Community1,CC-NLR
A0A811QDN1,Community1,CC-NLR
A0A022QED2,Community1,CC-NLR
A0A0D3FT48,Community1,CC-NLR
A0A1S4CJ58,Community1,CC-NLR
A0A811QEA5,Community1,CC-NLR
A0A0E0HU76,Community1,CC-NLR
A0A0E0QGH2,Community1,CC-NLR
B9FZY2,Community1,CC-NLR
M8BJB9,Community1,CC-NLR
A0A3B6MN34,Community1,CC-NLR
A0A453JV04,Community1,CC-NLR
R7WAG0,Community1,CC-NLR
A0A3L6Q1I9,Community1,CC-NLR
A0A3B5XTK0,Community1,CC-NLR
A0A4U6WAF1,Community1,CC-NLR
C5Y8C3,Community1,CC-NLR
Q7XX28,Community1,CC-NLR
A0A6P5FBX2,Community1,CC-NLR
M7ZV34,Community1,CC-NLR
A0A287H098,Community1,CC-NLR
M8BIQ1,Community1,CC-NLR
A0A3B6NJZ7,Community1,CC-NLR
Q6K4U3,Community1,CC-NLR
A0A0E0IZV9,Community1,CC-NLR
A0A0D9XQI3,Community1,CC-NLR
A0A0D9XQI4,Community1,CC-NLR
A0A0E0BH07,Community1,CC-NLR
A0A0E0IZW2,Community1,CC-NLR
A0A1E5V8H0,Community1,CC-NLR
A0A2S3IDE9,Community1,CC-NLR
A0A452XLH8,Community1,CC-NLR
A0A835BWP9,Community1,CC-NLR
A2ZCU2,Community1,CC-NLR
I1IW61,Community1,CC-NLR
M7YD16,Community1,CC-NLR
A0A0A8XWI2,Community1,CC-NLR
A0A0E0ME20,Community1,CC-NLR
A0A2T7CLR7,Community1,CC-NLR
A0A3L6EYM8,Community1,CC-NLR
A0A4U6TH21,Community1,CC-NLR
A0A4V6D2V5,Community1,CC-NLR
A0A811QGF8,Community1,CC-NLR
K7UCK5,Community1,CC-NLR
A0A0D9XQH8,Community1,CC-NLR
A0A0E0R618,Community1,CC-NLR
A0A159CUU0,Community1,CC-NLR
A0A2S3IDF8,Community1,CC-NLR
A0A2S3IDK1,Community1,CC-NLR
A0A2T7CLR8,Community1,CC-NLR
A0A2T7CLU4,Community1,CC-NLR
A0A2T7CLU9,Community1,CC-NLR
A0A452XLI3,Community1,CC-NLR
A0A452XLJ6,Community1,CC-NLR
A0A4U6TF68,Community1,CC-NLR
A0A4U6THV4,Community1,CC-NLR
A0A811QA78,Community1,CC-NLR
A0A811QA98,Community1,CC-NLR
A0A811QL20,Community1,CC-NLR
C5Y1K1,Community1,CC-NLR
I1QYR2,Community1,CC-NLR
K3ZH98,Community1,CC-NLR
M8BX77,Community1,CC-NLR
M8C7F9,Community1,CC-NLR
Q2R8J6,Community1,CC-NLR
Q52QI0,Community1,CC-NLR
A0A0E0LZ31,Community1,CC-NLR
A0A0E0P622,Community1,CC-NLR
A0A194YIM0,Community1,CC-NLR
A0A3B6A3U9,Community1,CC-NLR
A0A3B6H152,Community1,CC-NLR
A0A3B6EQD5,Community1,CC-NLR
A0A453GFE0,Community1,CC-NLR
A0A453GFQ1,Community1,CC-NLR
A0A453GFQ2,Community1,CC-NLR
M7ZQ61,Community1,CC-NLR
A0A452XK09,Community1,CC-NLR
A0A0P0W7D8,Community1,CC-NLR
A0A1E5UMJ5,Community1,CC-NLR
A0A287K6X5,Community1,CC-NLR
A0A3B5XTT3,Community1,CC-NLR
A0A3B5YQJ5,Community1,CC-NLR
A0A3B5YRJ2,Community1,CC-NLR
A0A3B5ZMH2,Community1,CC-NLR
M7ZNA9,Community1,CC-NLR
A0A452XK65,Community1,CC-NLR
A0A452XK90,Community1,CC-NLR
A0A3B6AS93,Community1,CC-NLR
M8CLH0,Community1,CC-NLR
Q9ZQT3,Community1,CC-NLR
A0A2R4FXS8,Community1,CC-NLR
A0A3B5XUH1,Community1,CC-NLR
A0A3B5ZMH4,Community1,CC-NLR
A0A3B5ZPG7,Community1,CC-NLR
A0A3L6PKJ6,Community1,CC-NLR
A0A452XLM9,Community1,CC-NLR
A0A452XLQ6,Community1,CC-NLR
A0A6M6DTC7,Community1,CC-NLR
A0A811QG48,Community1,CC-NLR
I1IW58,Community1,CC-NLR
J3N706,Community1,CC-NLR
W5D241,Community1,CC-NLR
A0A453A602,Community1,CC-NLR
A0A453A607,Community1,CC-NLR
A0A453GFH0,Community1,CC-NLR
A0A6V7QB46,Community1,CC-NLR
A0A811QBS0,Community1,CC-NLR
A0A811QDU5,Community1,CC-NLR
A0A811QL12,Community1,CC-NLR
A0A811QN17,Community1,CC-NLR
A2ZCU1,Community1,CC-NLR
A0A0E0BGZ8,Community1,CC-NLR
A0A7N2M1N6,Community1,CC-NLR
Q0JEQ9,Community1,CC-NLR
J3N6X7,Community1,CC-NLR
A0A6J1A7H5,Community1,CC-NLR
K3YPR9,Community1,CC-NLR
A0A811QIP7,Community1,CC-NLR
K3ZHA3,Community1,CC-NLR
A0A0R0KW53,Community1,CC-NLR
Q2QZP0,Community1,CC-NLR
A0A0D9XT82,Community1,CC-NLR
A3CC97,Community1,CC-NLR
A0A2T7A9U6,Community1,CC-NLR
A0A1J6IIS5,Community1,CC-NLR
A0A2Z7B5M7,Community1,CC-NLR
A0A022QS78,Community1,CC-NLR
M1C9I8,Community1,CC-NLR
A0A830CWY3,Community1,CC-NLR
A0A890CMG5,Community1,CC-NLR
